id,type,x,y,z,slope,outgoing,drain,drainCoupledID,drainType,drainLength,drainWidth,n_Manning,yFull,area,width
188,STREET,823218.49216729,92591.4701584307,32.9184,0.0418284802212293,184,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
189,STREET,823251.379572275,92560.9041549284,32.9184,0.111889142325404,186,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
190,STREET,823264.123346785,92572.8304310771,32.9184,0.066862133979847,186,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
191,STREET,823274.984025063,92592.7771911836,32.9184,0.0368990856994646,186,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
192,STREET,823286.347902337,92613.6481494429,33.2232,0.0128260450861304,191,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
193,STREET,823289.107796816,92618.8775389814,33.2232,0.0102706688031109,191,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
194,STREET,823292.303490427,92622.7994311387,33.2232,0.0087940604381361,191,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
195,STREET,823496.472482086,92494.9316868741,32.9184,0.0175260773895835,262,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
196,STREET,823439.847395335,92533.5075097244,32.9184,0.0137683822091216,262,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
197,STREET,823310.278754474,92621.7760331861,33.2232,0.0066725229862408,191,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
198,STREET,823308.136758756,92623.2352302648,33.2232,0.0067703318228701,191,0,-1,P-50x100,0.818,0.415,0.013,0.3197,0,0
